"","PROBEID","SYMBOL","ENTREZID","ENSEMBL","GENENAME"
"305","1425706_a_at","Ddb2","107986","ENSMUSG00000002109","damage specific DNA binding protein 2"
"306","1454857_at","Rnf122","68867","ENSMUSG00000039328","ring finger protein 122"
"307","1428663_at","Sgms2","74442","ENSMUSG00000050931","sphingomyelin synthase 2"
"308","1429443_at","Cpne4","74020","ENSMUSG00000032564","copine IV"
"309","1459522_s_at","Gyg1","27357","ENSMUSG00000019528","glycogenin 1"
"310","1418998_at","Kmo","98256","ENSMUSG00000039783","kynurenine 3-monooxygenase (kynurenine 3-hydroxylase)"
"311","1436329_at","Egr3","13655","ENSMUSG00000033730","early growth response 3"
"312","1452163_at","Ets1","23871","ENSMUSG00000032035","E26 avian leukemia oncogene 1, 5' domain"
"313","1440162_x_at","Edaradd","171211","ENSMUSG00000095105","EDAR associated via death domain"
"314","1424108_at","Glo1","109801","ENSMUSG00000024026","glyoxalase 1"
"315","1426978_at","Klhl2","77113","ENSMUSG00000031605","kelch-like 2, Mayven"
"316","1437478_s_at","Efhd2","27984","ENSMUSG00000040659","EF hand domain containing 2"
"317","1460329_at","B4galt6","56386","ENSMUSG00000056124","UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 6"
"318","1456061_at","Gimap8","243374","ENSMUSG00000064262","GTPase, IMAP family member 8"
"319","1427736_a_at","Ccrl2","54199","ENSMUSG00000043953","C-C motif chemokine receptor-like 2"
"320","1422105_at","Cd3e","12501","ENSMUSG00000032093","CD3 antigen, epsilon polypeptide"
"321","1450194_a_at","Myb","17863","ENSMUSG00000019982","myeloblastosis oncogene"
"322","1460407_at","Spib","272382","ENSMUSG00000008193","Spi-B transcription factor (Spi-1/PU.1 related)"
"323","1445687_at","Milr1","380732","ENSMUSG00000040528","mast cell immunoglobulin like receptor 1"
"324","1429005_at","Mfhas1","52065","ENSMUSG00000070056","malignant fibrous histiocytoma amplified sequence 1"
"325","1419595_a_at","Ggh","14590","ENSMUSG00000073987","gamma-glutamyl hydrolase"
"326","1455700_at","Mterf2","74238","ENSMUSG00000049038","mitochondrial transcription termination factor 2"
"327","1456328_at","Bank1","242248","ENSMUSG00000037922","B cell scaffold protein with ankyrin repeats 1"
"328","1427532_at","Trat1","77647","ENSMUSG00000030775","T cell receptor associated transmembrane adaptor 1"
"329","1430700_a_at","Pla2g7","27226","ENSMUSG00000023913","phospholipase A2, group VII (platelet-activating factor acetylhydrolase, plasma)"
"330","1450627_at","Ank","11732","ENSMUSG00000022265","progressive ankylosis"
"331","1422573_at","Ampd3","11717","ENSMUSG00000005686","adenosine monophosphate deaminase 3"
"332","1452732_at","Asprv1","67855","ENSMUSG00000033508","aspartic peptidase, retroviral-like 1"
"333","1452246_at","Ostf1","20409","ENSMUSG00000024725","osteoclast stimulating factor 1"
"334","1422478_a_at","Acss2","60525","ENSMUSG00000027605","acyl-CoA synthetase short-chain family member 2"
"335","1415936_at","Bcar3","29815","ENSMUSG00000028121","breast cancer anti-estrogen resistance 3"
"336","1423466_at","Ccr7","12775","ENSMUSG00000037944","C-C motif chemokine receptor 7"
"337","1427322_at","Brwd1","93871","ENSMUSG00000022914","bromodomain and WD repeat domain containing 1"
"338","1417977_at","Eif4e3","66892","ENSMUSG00000093661","eukaryotic translation initiation factor 4E member 3"
"339","1429413_at","Cpm","70574","ENSMUSG00000020183","carboxypeptidase M"
"340","1452922_at","Ppp1r3d","228966","ENSMUSG00000049999","protein phosphatase 1, regulatory subunit 3D"
"341","1417694_at","Gab1","14388","ENSMUSG00000031714","growth factor receptor bound protein 2-associated protein 1"
"342","1455170_at","2810001G20Rik","66456","ENSMUSG00000087497","RIKEN cDNA 2810001G20 gene"
"343","1449005_at","Slc16a3","80879","ENSMUSG00000025161","solute carrier family 16 (monocarboxylic acid transporters), member 3"
"344","1423150_at","Scg5","20394","ENSMUSG00000023236","secretogranin V"
"345","1424654_at","Acp2","11432","ENSMUSG00000002103","acid phosphatase 2, lysosomal"
"346","1440451_at","Ankrd66","100043332","ENSMUSG00000096140","ankyrin repeat domain 66"
"347","1448722_s_at","Ppcs","106564","ENSMUSG00000028636","phosphopantothenoylcysteine synthetase"
"348","1417385_at","Npepps","19155","ENSMUSG00000001441","aminopeptidase puromycin sensitive"
"349","1455104_at","Mxd1","17119","ENSMUSG00000001156","MAX dimerization protein 1"
"350","1437341_x_at","Cnp","12799","ENSMUSG00000006782","2',3'-cyclic nucleotide 3' phosphodiesterase"
"351","1448175_at","Ehd1","13660","ENSMUSG00000024772","EH-domain containing 1"
"352","1419645_at","Cstf2","108062","ENSMUSG00000031256","cleavage stimulation factor, 3' pre-RNA subunit 2"
"353","1422852_at","Cib2","56506","ENSMUSG00000037493","calcium and integrin binding family member 2"
"354","1424936_a_at","Dnah8","13417","ENSMUSG00000033826","dynein, axonemal, heavy chain 8"
"355","1431143_x_at","Aifm2","71361","ENSMUSG00000020085","apoptosis-inducing factor, mitochondrion-associated 2"
"356","1450826_a_at","Saa3","20210","ENSMUSG00000040026","serum amyloid A 3"
"357","1433979_at","Rbms2","56516","ENSMUSG00000040043","RNA binding motif, single stranded interacting protein 2"
"358","1426218_at","Glcci1","170772","ENSMUSG00000029638","glucocorticoid induced transcript 1"
"359","1436608_at","Pced1b","239647","ENSMUSG00000044250","PC-esterase domain containing 1B"
"360","1423543_at","Swap70","20947","ENSMUSG00000031015","SWA-70 protein"
"361","1438577_at","Inpp4b","234515","ENSMUSG00000037940","inositol polyphosphate-4-phosphatase, type II"
"362","1424672_at","Dmxl1","240283","ENSMUSG00000037416","Dmx-like 1"
"363","1427417_at","Scml4","268297","ENSMUSG00000044770","Scm polycomb group protein like 4"
"364","1437309_a_at","Rpa1","68275","ENSMUSG00000000751","replication protein A1"
"365","1424029_at","Tspyl4","72480","ENSMUSG00000039485","TSPY-like 4"
"366","1454987_a_at","Hsd17b8","14979","ENSMUSG00000073422","hydroxysteroid 17-beta dehydrogenase 8"
"367","1427739_a_at","Trp53","22059","ENSMUSG00000059552","transformation related protein 53"
"368","1421840_at","Abca1","11303","ENSMUSG00000015243","ATP-binding cassette, sub-family A member 1"
"369","1437253_at","Dennd6a","211922","ENSMUSG00000040818","DENN domain containing 6A"
"370","1417025_at","H2-Eb1","14969","ENSMUSG00000060586","histocompatibility 2, class II antigen E beta"
"371","1428572_at","Basp1","70350","ENSMUSG00000045763","brain abundant, membrane attached signal protein 1"
"372","1448700_at","G0s2","14373","ENSMUSG00000009633","G0/G1 switch gene 2"
"373","1418930_at","Cxcl10","15945","ENSMUSG00000034855","C-X-C motif chemokine ligand 10"
"374","1427765_a_at","Trbv14","100124678","ENSMUSG00000076471","T cell receptor beta, variable 14"
"375","1428279_a_at","Atxn7l1","380753","ENSMUSG00000020564","ataxin 7-like 1"
"376","1449838_at","Crisp3","11572","ENSMUSG00000025433","cysteine-rich secretory protein 3"
"377","1428457_at","Ttpal","76080","ENSMUSG00000017679","tocopherol (alpha) transfer protein-like"
"378","1426599_a_at","Slc2a1","20525","ENSMUSG00000028645","solute carrier family 2 (facilitated glucose transporter), member 1"
"379","1455107_at","Srpk1","20815","ENSMUSG00000004865","serine/arginine-rich protein specific kinase 1"
"380","1458148_at","Nlrc3","268857","ENSMUSG00000049871","NLR family, CARD domain containing 3"
"381","1451342_at","Spon1","233744","ENSMUSG00000038156","spondin 1, (f-spondin) extracellular matrix protein"
"382","1454799_at","Gpat3","231510","ENSMUSG00000029314","glycerol-3-phosphate acyltransferase 3"
"383","1434794_at","Rhof","23912","ENSMUSG00000029449","ras homolog family member F (in filopodia)"
"384","1419665_a_at","Nupr1","56312","ENSMUSG00000030717","nuclear protein transcription regulator 1"
"385","1449383_at","Adss1","11565","ENSMUSG00000011148","adenylosuccinate synthase 1"
"386","1419537_at","Tfec","21426","ENSMUSG00000029553","transcription factor EC"
"387","1429319_at","Rhoh","74734","ENSMUSG00000029204","ras homolog family member H"
"388","1435517_x_at","Ralb","64143","ENSMUSG00000004451","v-ral simian leukemia viral oncogene B"
"389","1448691_at","Ubqln4","94232","ENSMUSG00000008604","ubiquilin 4"
"390","1416514_a_at","Fscn1","14086","ENSMUSG00000029581","fascin actin-bundling protein 1"
"391","1454699_at","Sesn1","140742","ENSMUSG00000038332","sestrin 1"
"392","1438195_at","Gpd1l","333433","ENSMUSG00000050627","glycerol-3-phosphate dehydrogenase 1-like"
"393","1435264_at","Emilin2","246707","ENSMUSG00000024053","elastin microfibril interfacer 2"
"394","1433795_at","Tgfbr3","21814","ENSMUSG00000029287","transforming growth factor, beta receptor III"
"395","1419922_s_at","Atrnl1","226255","ENSMUSG00000054843","attractin like 1"
"396","1437709_x_at","Ttc13","234875","ENSMUSG00000037300","tetratricopeptide repeat domain 13"
"397","1449098_a_at","Poli","26447","ENSMUSG00000038425","polymerase (DNA directed), iota"
"398","1416165_at","Rab31","106572","ENSMUSG00000056515","RAB31, member RAS oncogene family"
"399","1419006_s_at","Peli2","93834","ENSMUSG00000021846","pellino 2"
"400","1433833_at","Fndc3b","72007","ENSMUSG00000039286","fibronectin type III domain containing 3B"
"401","1417971_at","Nrm","106582","ENSMUSG00000059791","nurim (nuclear envelope membrane protein)"
"402","1460351_at","S100a11","20195","ENSMUSG00000027907","S100 calcium binding protein A11"
"403","1436038_a_at","Pigp","56176","ENSMUSG00000022940","phosphatidylinositol glycan anchor biosynthesis, class P"
"404","1418612_at","Slfn1","20555","ENSMUSG00000078763","schlafen 1"
"405","1420703_at","Csf2ra","12982","ENSMUSG00000059326","colony stimulating factor 2 receptor, alpha, low-affinity (granulocyte-macrophage)"
"406","1428750_at","Cdc42ep2","104252","ENSMUSG00000045664","CDC42 effector protein 2"
"407","1427233_at","Tshz1","110796","ENSMUSG00000046982","teashirt zinc finger family member 1"
"408","1416329_at","Cyfip1","20430","ENSMUSG00000030447","cytoplasmic FMR1 interacting protein 1"
"409","1458218_s_at","Pde7a","18583","ENSMUSG00000069094","phosphodiesterase 7A"
"410","1423467_at","Ms4a4b","60361","ENSMUSG00000056290","membrane-spanning 4-domains, subfamily A, member 4B"
"411","1438211_s_at","Dbp","13170","ENSMUSG00000059824","D site albumin promoter binding protein"
"412","1428346_at","Trafd1","231712","ENSMUSG00000042726","TRAF type zinc finger domain containing 1"
"413","1424444_a_at","1600014C10Rik","72244","ENSMUSG00000054676","RIKEN cDNA 1600014C10 gene"
"414","1452261_at","Shprh","268281","ENSMUSG00000090112","SNF2 histone linker PHD RING helicase"
"415","1443698_at","Xaf1","327959","ENSMUSG00000040483","XIAP associated factor 1"
"416","1428749_at","Dmxl2","235380","ENSMUSG00000041268","Dmx-like 2"
"417","1427329_a_at","Ighm","16019","ENSMUSG00000076617","immunoglobulin heavy constant mu"
"418","1448829_at","Smc6","67241","ENSMUSG00000020608","structural maintenance of chromosomes 6"
"419","1422003_at","Cxcr5","12145","ENSMUSG00000047880","C-X-C motif chemokine receptor 5"
"420","1417190_at","Nampt","59027","ENSMUSG00000020572","nicotinamide phosphoribosyltransferase"
"421","1426897_at","Rcc2","108911","ENSMUSG00000040945","regulator of chromosome condensation 2"
"422","1449415_at","Chd1l","68058","ENSMUSG00000028089","chromodomain helicase DNA binding protein 1-like"
"423","1450784_at","Reck","53614","ENSMUSG00000028476","reversion-inducing-cysteine-rich protein with kazal motifs"
"424","1455897_x_at","Hmgn1","15312","ENSMUSG00000040681","high mobility group nucleosomal binding domain 1"
"425","1460174_at","Dexi","58239","ENSMUSG00000038055","dexamethasone-induced transcript"
"426","1428207_at","Bcl7a","77045","ENSMUSG00000029438","B cell CLL/lymphoma 7A"
"427","1421947_at","Gng12","14701","ENSMUSG00000036402","guanine nucleotide binding protein (G protein), gamma 12"
"428","1437152_at","Mex3b","108797","ENSMUSG00000057706","mex3 RNA binding family member B"
"429","1437249_at","Skap1","78473","ENSMUSG00000057058","src family associated phosphoprotein 1"
"430","1435374_at","Cdyl2","75796","ENSMUSG00000031758","chromodomain protein, Y chromosome-like 2"
"431","1437377_a_at","Polrmt","216151","ENSMUSG00000020329","polymerase (RNA) mitochondrial (DNA directed)"
"432","1431705_a_at","Mcoln2","68279","ENSMUSG00000011008","mucolipin 2"
"433","1425609_at","Ncf1","17969","ENSMUSG00000015950","neutrophil cytosolic factor 1"
"434","1438948_x_at","Tspo","12257","ENSMUSG00000041736","translocator protein"
"435","1442219_at","Gm8369","666926","ENSMUSG00000058470","predicted gene 8369"
"436","1454897_at","Slc9a7","236727","ENSMUSG00000037341","solute carrier family 9 (sodium/hydrogen exchanger), member 7"
"437","1451458_at","Cemip2","83921","ENSMUSG00000024754","cell migration inducing hyaluronidase 2"
"438","1422921_at","Vpreb3","22364","ENSMUSG00000000903","V-set pre-B cell surrogate light chain 3"
"439","1428694_at","Mir17hg","75957",NA,"Mir17 host gene (non-protein coding)"
"440","1424988_at","Mylip","218203","ENSMUSG00000038175","myosin regulatory light chain interacting protein"
"441","1437247_at","Fosl2","14284","ENSMUSG00000029135","fos-like antigen 2"
"442","1451335_at","Plac8","231507","ENSMUSG00000029322","placenta-specific 8"
"443","1418465_at","Ncf4","17972","ENSMUSG00000071715","neutrophil cytosolic factor 4"
"444","1418939_at","Hlx","15284","ENSMUSG00000039377","H2.0-like homeobox"
"445","1422508_at","Atp6v1a","11964","ENSMUSG00000052459","ATPase, H+ transporting, lysosomal V1 subunit A"
"446","1422678_at","Dgat2","67800","ENSMUSG00000030747","diacylglycerol O-acyltransferase 2"
"447","1420353_at","Lta","16992","ENSMUSG00000024402","lymphotoxin A"
"448","1449380_at","Pacsin1","23969","ENSMUSG00000040276","protein kinase C and casein kinase substrate in neurons 1"
"449","1448904_at","Fam3c","27999","ENSMUSG00000029672","FAM3 metabolism regulating signaling molecule C"
"450","1423754_at","Ifitm3","66141","ENSMUSG00000025492","interferon induced transmembrane protein 3"
"451","1450484_a_at","Cmpk2","22169","ENSMUSG00000020638","cytidine/uridine monophosphate kinase 2"
"452","1448398_s_at","Rpl22","19934","ENSMUSG00000028936","ribosomal protein L22"
"453","1425738_at","Igkv3-12","667914","ENSMUSG00000094117","immunoglobulin kappa variable 3-12"
"454","1455696_a_at","Prpf4b","19134","ENSMUSG00000021413","pre-mRNA processing factor 4B"
"455","1420994_at","B3gnt5","108105","ENSMUSG00000022686","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5"
"456","1460620_at","Zfp592","233410","ENSMUSG00000005621","zinc finger protein 592"
"457","1422084_at","Bmx","12169","ENSMUSG00000031377","BMX non-receptor tyrosine kinase"
"458","1417124_at","Dstn","56431","ENSMUSG00000015932","destrin"
"459","1455197_at","Rnd1","223881","ENSMUSG00000054855","Rho family GTPase 1"
"460","1429396_at","Atg16l2","73683","ENSMUSG00000047767","autophagy related 16 like 2"
"461","1426743_at","Appl2","216190","ENSMUSG00000020263","adaptor protein, phosphotyrosine interaction, PH domain and leucine zipper containing 2"
"462","1437226_x_at","Marcksl1","17357","ENSMUSG00000047945","MARCKS-like 1"
"463","1449305_at","F10","14058","ENSMUSG00000031444","coagulation factor X"
"464","1419494_a_at","Tpd52","21985","ENSMUSG00000027506","tumor protein D52"
"465","1431694_a_at","Ctnnbip1","67087","ENSMUSG00000028988","catenin beta interacting protein 1"
"466","1452857_at","Crebzf","233490","ENSMUSG00000051451","CREB/ATF bZIP transcription factor"
"467","1454729_at","Tmem108","81907","ENSMUSG00000042757","transmembrane protein 108"
"468","1419985_s_at","Ccdc69","52570","ENSMUSG00000049588","coiled-coil domain containing 69"
"469","1433769_at","Als2cl","235633","ENSMUSG00000044037","ALS2 C-terminal like"
"470","1428781_at","Dmkn","73712","ENSMUSG00000060962","dermokine"
"471","1425718_a_at","Ivns1abp","117198","ENSMUSG00000023150","influenza virus NS1A binding protein"
"472","1423520_at","Lmnb1","16906","ENSMUSG00000024590","lamin B1"
"473","1451776_s_at","Hopx","74318","ENSMUSG00000059325","HOP homeobox"
"474","1430143_at","4930426D05Rik","74644","ENSMUSG00000043168","RIKEN cDNA 4930426D05 gene"
"475","1426554_a_at","Pgam1","18648","ENSMUSG00000011752","phosphoglycerate mutase 1"
"476","1451199_at","Qtrt2","106248","ENSMUSG00000022704","queuine tRNA-ribosyltransferase accessory subunit 2"
"477","1421463_at","Siglece","83382","ENSMUSG00000030474","sialic acid binding Ig-like lectin E"
"478","1455009_at","Cpd","12874","ENSMUSG00000020841","carboxypeptidase D"
"479","1426396_at","Cd247","12503","ENSMUSG00000005763","CD247 antigen"
"480","1428847_a_at","Macf1","11426","ENSMUSG00000028649","microtubule-actin crosslinking factor 1"
"481","1434062_at","Rabgap1l","29809","ENSMUSG00000026721","RAB GTPase activating protein 1-like"
"482","1422018_at","Hivep2","15273","ENSMUSG00000015501","human immunodeficiency virus type I enhancer binding protein 2"
"483","1452082_at","6430548M08Rik","234797","ENSMUSG00000031824","RIKEN cDNA 6430548M08 gene"
"484","1422952_at","Sapcd1","78376","ENSMUSG00000036185","suppressor APC domain containing 1"
"485","1417876_at","Fcgr1","14129","ENSMUSG00000015947","Fc receptor, IgG, high affinity I"
