"","PROBEID","SYMBOL","ENTREZID","ENSEMBL","GENENAME"
"303","1435088_at","Nsd1","18193","ENSMUSG00000021488","nuclear receptor-binding SET-domain protein 1"
"304","1449305_at","F10","14058","ENSMUSG00000031444","coagulation factor X"
"305","1419985_s_at","Ccdc69","52570","ENSMUSG00000049588","coiled-coil domain containing 69"
"306","1448871_at","Mapk13","26415","ENSMUSG00000004864","mitogen-activated protein kinase 13"
"307","1440162_x_at","Edaradd","171211","ENSMUSG00000095105","EDAR associated via death domain"
"308","1453485_s_at","Mettl23","74319","ENSMUSG00000090266","methyltransferase like 23"
"309","1437253_at","Dennd6a","211922","ENSMUSG00000040818","DENN domain containing 6A"
"310","1423806_at","Ints4","101861","ENSMUSG00000025133","integrator complex subunit 4"
"311","1435545_at","Bicral","210982","ENSMUSG00000036568","BRD4 interacting chromatin remodeling complex associated protein like"
"312","1422122_at","Fcer2a","14128","ENSMUSG00000005540","Fc receptor, IgE, low affinity II, alpha polypeptide"
"313","1449360_at","Csf2rb2","12984","ENSMUSG00000071714","colony stimulating factor 2 receptor, beta 2, low-affinity (granulocyte-macrophage)"
"314","1455660_at","Csf2rb","12983","ENSMUSG00000071713","colony stimulating factor 2 receptor, beta, low-affinity (granulocyte-macrophage)"
"315","1456261_at","Sh3kbp1","58194","ENSMUSG00000040990","SH3-domain kinase binding protein 1"
"316","1428694_at","Mir17hg","75957",NA,"Mir17 host gene (non-protein coding)"
"317","1417640_at","Cd79b","15985","ENSMUSG00000040592","CD79B antigen"
"318","1454713_s_at","Hdc","15186","ENSMUSG00000027360","histidine decarboxylase"
"319","1455021_at","Gabbr1","54393","ENSMUSG00000024462","gamma-aminobutyric acid type B receptor subunit 1"
"320","1456446_at","4930523C07Rik","67647","ENSMUSG00000090394","RIKEN cDNA 4930523C07 gene"
"321","1435087_at","Zfp362","230761","ENSMUSG00000028799","zinc finger protein 362"
"322","1452377_at","Kmt2a","214162","ENSMUSG00000002028","lysine (K)-specific methyltransferase 2A"
"323","1422166_at","Clec2i","93675","ENSMUSG00000030365","C-type lectin domain family 2, member i"
"324","1437377_a_at","Polrmt","216151","ENSMUSG00000020329","polymerase (RNA) mitochondrial (DNA directed)"
"325","1435074_at","Tmem106b","71900","ENSMUSG00000029571","transmembrane protein 106B"
"326","1422018_at","Hivep2","15273","ENSMUSG00000015501","human immunodeficiency virus type I enhancer binding protein 2"
"327","1424654_at","Acp2","11432","ENSMUSG00000002103","acid phosphatase 2, lysosomal"
"328","1419598_at","Ms4a6d","68774","ENSMUSG00000024679","membrane-spanning 4-domains, subfamily A, member 6D"
"329","1426556_at","Zfp280d","235469","ENSMUSG00000038535","zinc finger protein 280D"
"330","1452970_at","Zmym2","76007","ENSMUSG00000021945","zinc finger, MYM-type 2"
"331","1420374_at","Foxj2","60611","ENSMUSG00000003154","forkhead box J2"
"332","1444003_at","Neurl3","214854","ENSMUSG00000047180","neuralized E3 ubiquitin protein ligase 3"
"333","1451146_at","Zfp386","56220","ENSMUSG00000042063","zinc finger protein 386 (Kruppel-like)"
"334","1429220_at","Dph7","67228","ENSMUSG00000026975","diphthamine biosynethesis 7"
"335","1435374_at","Cdyl2","75796","ENSMUSG00000031758","chromodomain protein, Y chromosome-like 2"
"336","1434295_at","Rasgrp1","19419","ENSMUSG00000027347","RAS guanyl releasing protein 1"
"337","1454788_at","Arl4c","320982","ENSMUSG00000049866","ADP-ribosylation factor-like 4C"
"338","1417138_s_at","Polr2e","66420","ENSMUSG00000004667","polymerase (RNA) II (DNA directed) polypeptide E"
"339","1450570_a_at","Cd19","12478","ENSMUSG00000030724","CD19 antigen"
"340","1434394_at","N4bp2","333789","ENSMUSG00000037795","NEDD4 binding protein 2"
"341","1455778_at","Zkscan8","93681","ENSMUSG00000063894","zinc finger with KRAB and SCAN domains 8"
"342","1452699_at","Mettl17","52535","ENSMUSG00000004561","methyltransferase like 17"
"343","1424824_at","Slain1","105439","ENSMUSG00000055717","SLAIN motif family, member 1"
"344","1434678_at","Mbnl3","171170","ENSMUSG00000036109","muscleblind like splicing factor 3"
"345","1425062_at","Fcrl1","229499","ENSMUSG00000059994","Fc receptor-like 1"
"346","1444102_at","Gm13012","102634683",NA,"predicted gene 13012"
"347","1426536_at","Ice2","93697","ENSMUSG00000032235","interactor of little elongation complex ELL subunit 2"
"348","1424672_at","Dmxl1","240283","ENSMUSG00000037416","Dmx-like 1"
"349","1451006_at","Xdh","22436","ENSMUSG00000024066","xanthine dehydrogenase"
"350","1419532_at","Il1r2","16178","ENSMUSG00000026073","interleukin 1 receptor, type II"
"351","1434478_at","Heca","380629","ENSMUSG00000039879","hdc homolog, cell cycle regulator"
"352","1453160_at","Med13","327987","ENSMUSG00000034297","mediator complex subunit 13"
"353","1435362_at","Foxj3","230700","ENSMUSG00000032998","forkhead box J3"
"354","1460651_at","Lat","16797","ENSMUSG00000030742","linker for activation of T cells"
"355","1442219_at","Gm8369","666926","ENSMUSG00000058470","predicted gene 8369"
"356","1454785_at","Dusp11","72102","ENSMUSG00000030002","dual specificity phosphatase 11 (RNA/RNP complex 1-interacting)"
"357","1427256_at","Vcan","13003","ENSMUSG00000021614","versican"
"358","1417777_at","Ptgr1","67103","ENSMUSG00000028378","prostaglandin reductase 1"
"359","1437506_at","Adamts6","108154","ENSMUSG00000046169","ADAM metallopeptidase with thrombospondin type 1 motif 6"
"360","1419744_at","H2-DMb2","15000","ENSMUSG00000037548","histocompatibility 2, class II, locus Mb2"
"361","1428248_at","Nfx1","74164","ENSMUSG00000028423","nuclear transcription factor, X-box binding 1"
"362","1434306_at","Rab3ip","216363","ENSMUSG00000064181","RAB3A interacting protein"
"363","1419645_at","Cstf2","108062","ENSMUSG00000031256","cleavage stimulation factor, 3' pre-RNA subunit 2"
"364","1418830_at","Cd79a","12518","ENSMUSG00000003379","CD79A antigen (immunoglobulin-associated alpha)"
"365","1426459_s_at","Rimoc1","106064","ENSMUSG00000041935","RAB7A interacting MON1-CCZ1 complex subunit 1"
"366","1448706_at","Tdp2","56196","ENSMUSG00000035958","tyrosyl-DNA phosphodiesterase 2"
"367","1448931_at","F2rl1","14063","ENSMUSG00000021678","F2R like trypsin receptor 1"
"368","1428651_at","Klhl24","75785","ENSMUSG00000062901","kelch-like 24"
"369","1428911_at","Ttll4","67534","ENSMUSG00000033257","tubulin tyrosine ligase-like family, member 4"
"370","1421173_at","Irf4","16364","ENSMUSG00000021356","interferon regulatory factor 4"
"371","1440795_x_at","Rabep2","70314","ENSMUSG00000030727","rabaptin, RAB GTPase binding effector protein 2"
"372","1435004_at","Pank4","269614","ENSMUSG00000029056","pantothenate kinase 4"
"373","1416381_a_at","Prdx5","54683","ENSMUSG00000024953","peroxiredoxin 5"
"374","1428797_at","Setd6","66083","ENSMUSG00000031671","SET domain containing 6"
"375","1429396_at","Atg16l2","73683","ENSMUSG00000047767","autophagy related 16 like 2"
"376","1448948_at","Slc50a1","19729","ENSMUSG00000027953","solute carrier family 50 (sugar transporter), member 1"
"377","1417743_at","Clk2","12748","ENSMUSG00000068917","CDC-like kinase 2"
"378","1448681_at","Il15ra","16169","ENSMUSG00000023206","interleukin 15 receptor, alpha chain"
"379","1454923_at","Iws1","73473","ENSMUSG00000024384","IWS1, SUPT6 interacting protein"
"380","1424852_at","Mef2c","17260","ENSMUSG00000005583","myocyte enhancer factor 2C"
"381","1427994_at","Cd300lf","246746","ENSMUSG00000047798","CD300 molecule like family member F"
"382","1427162_a_at","Elk4","13714","ENSMUSG00000026436","ELK4, member of ETS oncogene family"
"383","1452197_at","Smc4","70099","ENSMUSG00000034349","structural maintenance of chromosomes 4"
"384","1451024_at","S1pr4","13611","ENSMUSG00000044199","sphingosine-1-phosphate receptor 4"
"385","1425981_a_at","Rbl2","19651","ENSMUSG00000031666","RB transcriptional corepressor like 2"
"386","1424727_at","Ccr5","12774","ENSMUSG00000079227","C-C motif chemokine receptor 5"
"387","1428467_at","Tardbp","230908","ENSMUSG00000041459","TAR DNA binding protein"
"388","1417244_a_at","Irf7","54123","ENSMUSG00000025498","interferon regulatory factor 7"
"389","1455103_at","Ddx46","212880","ENSMUSG00000021500","DEAD box helicase 46"
"390","1454708_at","Ablim1","226251","ENSMUSG00000025085","actin-binding LIM protein 1"
"391","1429383_at","Csnk1g3","70425","ENSMUSG00000073563","casein kinase 1, gamma 3"
"392","1434404_at","Miga1","215708","ENSMUSG00000054942","mitoguardin 1"
"393","1419297_at","H2-Oa","15001","ENSMUSG00000024334","histocompatibility 2, O region alpha locus"
"394","1452868_at","Usp24","329908","ENSMUSG00000028514","ubiquitin specific peptidase 24"
"395","1418850_at","Epc1","13831","ENSMUSG00000024240","enhancer of polycomb homolog 1"
"396","1426956_a_at","Trp53bp1","27223","ENSMUSG00000043909","transformation related protein 53 binding protein 1"
"397","1431997_at","3000002C10Rik","378954",NA,"glyceraldehyde-3-phosphate dehydrogenase pseudogene"
"398","1433520_at","Scap","235623","ENSMUSG00000032485","SREBF chaperone"
"399","1433471_at","Tcf7","21414","ENSMUSG00000000782","transcription factor 7, T cell specific"
"400","1420353_at","Lta","16992","ENSMUSG00000024402","lymphotoxin A"
"401","1417062_at","Armc10","67211","ENSMUSG00000038525","armadillo repeat containing 10"
"402","1426743_at","Appl2","216190","ENSMUSG00000020263","adaptor protein, phosphotyrosine interaction, PH domain and leucine zipper containing 2"
"403","1455897_x_at","Hmgn1","15312","ENSMUSG00000040681","high mobility group nucleosomal binding domain 1"
"404","1428457_at","Ttpal","76080","ENSMUSG00000017679","tocopherol (alpha) transfer protein-like"
"405","1456388_at","Atp11a","50770","ENSMUSG00000031441","ATPase, class VI, type 11A"
"406","1427419_x_at","Ccr9","12769","ENSMUSG00000029530","C-C motif chemokine receptor 9"
"407","1429009_at","Snrnp70","20637","ENSMUSG00000063511","small nuclear ribonucleoprotein 70 (U1)"
"408","1460366_at","Eml3","225898","ENSMUSG00000071647","echinoderm microtubule associated protein like 3"
"409","1435464_at","Smim14","68552","ENSMUSG00000037822","small integral membrane protein 14"
"410","1435698_at","Rictor","78757","ENSMUSG00000050310","RPTOR independent companion of MTOR, complex 2"
"411","1417321_at","Zcchc7","319885","ENSMUSG00000035649","zinc finger, CCHC domain containing 7"
"412","1425128_at","B3gnt8","232984","ENSMUSG00000059479","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 8"
"413","1443932_at","Klhdc1","271005","ENSMUSG00000051890","kelch domain containing 1"
"414","1417126_a_at","Rpl22l1","68028","ENSMUSG00000039221","ribosomal protein L22 like 1"
"415","1448575_at","Il7r","16197","ENSMUSG00000003882","interleukin 7 receptor"
"416","1425058_at","Zfp472","224691","ENSMUSG00000053600","zinc finger protein 472"
"417","1440837_at","H2-Ob","15002","ENSMUSG00000041538","histocompatibility 2, O region beta locus"
"418","1435768_at","Arid4b","94246","ENSMUSG00000039219","AT-rich interaction domain 4B"
"419","1428572_at","Basp1","70350","ENSMUSG00000045763","brain abundant, membrane attached signal protein 1"
"420","1460669_at","Ilf3","16201","ENSMUSG00000032178","interleukin enhancer binding factor 3"
"421","1424176_a_at","Anxa4","11746","ENSMUSG00000029994","annexin A4"
"422","1437301_a_at","Dvl1","13542","ENSMUSG00000029071","dishevelled segment polarity protein 1"
"423","1449098_a_at","Poli","26447","ENSMUSG00000038425","polymerase (DNA directed), iota"
"424","1448689_at","Rras2","66922","ENSMUSG00000055723","related RAS viral (r-ras) oncogene 2"
"425","1425065_at","Oas2","246728","ENSMUSG00000032690","2'-5' oligoadenylate synthetase 2"
"426","1416722_at","Hmg20a","66867","ENSMUSG00000032329","high mobility group 20A"
"427","1426276_at","Ifih1","71586","ENSMUSG00000026896","interferon induced with helicase C domain 1"
"428","1449937_at","Endou","19011","ENSMUSG00000022468","endonuclease, polyU-specific"
"429","1449738_s_at","Supt20","56790","ENSMUSG00000027751","SPT20 SAGA complex component"
"430","1452430_s_at","Srsf1","110809","ENSMUSG00000018379","serine and arginine-rich splicing factor 1"
"431","1437297_at","Chd8","67772","ENSMUSG00000053754","chromodomain helicase DNA binding protein 8"
"432","1435274_at","Spopl","76857","ENSMUSG00000026771","speckle-type BTB/POZ protein-like"
"433","1423182_at","Tnfrsf13b","57916","ENSMUSG00000010142","tumor necrosis factor receptor superfamily, member 13b"
"434","1448886_at","Gata3","14462","ENSMUSG00000015619","GATA binding protein 3"
"435","1437309_a_at","Rpa1","68275","ENSMUSG00000000751","replication protein A1"
"436","1429096_at","2810455D13Rik","72810",NA,"RIKEN cDNA 2810455D13 gene"
"437","1419132_at","Tlr2","24088","ENSMUSG00000027995","toll-like receptor 2"
"438","1439902_at","C5ar1","12273","ENSMUSG00000049130","complement component 5a receptor 1"
"439","1436222_at","Gas5","14455","ENSMUSG00000053332","growth arrest specific 5"
"440","1420994_at","B3gnt5","108105","ENSMUSG00000022686","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5"
"441","1440284_at","Stap1","56792","ENSMUSG00000029254","signal transducing adaptor family member 1"
"442","1416210_at","Imp3","102462","ENSMUSG00000032288","IMP3, U3 small nucleolar ribonucleoprotein"
"443","1429947_a_at","Zbp1","58203","ENSMUSG00000027514","Z-DNA binding protein 1"
"444","1439831_at","Iigp1c","240327","ENSMUSG00000073555","interferon inducible GTPase 1C"
"445","1428357_at","Tdrp","72148","ENSMUSG00000050052","testis development related protein"
"446","1437878_s_at","Ttc14","67120","ENSMUSG00000027677","tetratricopeptide repeat domain 14"
"447","1423989_at","Tecpr1","70381","ENSMUSG00000066621","tectonin beta-propeller repeat containing 1"
"448","1416775_at","Dmac2","66349","ENSMUSG00000057229","distal membrane arm assembly complex 2"
"449","1419768_at","Cd22","12483","ENSMUSG00000030577","CD22 antigen"
"450","1419186_a_at","St8sia4","20452","ENSMUSG00000040710","ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4"
"451","1422921_at","Vpreb3","22364","ENSMUSG00000000903","V-set pre-B cell surrogate light chain 3"
"452","1416957_at","Pou2af1","18985","ENSMUSG00000032053","POU domain, class 2, associating factor 1"
"453","1424524_at","Dram1","71712","ENSMUSG00000020057","DNA-damage regulated autophagy modulator 1"
"454","1454872_at","Pds5a","71521","ENSMUSG00000029202","PDS5 cohesin associated factor A"
"455","1460407_at","Spib","272382","ENSMUSG00000008193","Spi-B transcription factor (Spi-1/PU.1 related)"
"456","1434487_at","Mef2d","17261","ENSMUSG00000001419","myocyte enhancer factor 2D"
"457","1449278_at","Eif2ak3","13666","ENSMUSG00000031668","eukaryotic translation initiation factor 2 alpha kinase 3"
"458","1428773_s_at","Bcor","71458","ENSMUSG00000040363","BCL6 interacting corepressor"
"459","1416939_at","Ppa1","67895","ENSMUSG00000020089","pyrophosphatase (inorganic) 1"
"460","1434648_a_at","Ccm2","216527","ENSMUSG00000000378","cerebral cavernous malformation 2"
"461","1419583_at","Cbx4","12418","ENSMUSG00000039989","chromobox 4"
"462","1417780_at","Cers4","67260","ENSMUSG00000008206","ceramide synthase 4"
"463","1442465_s_at","Strbp","20744","ENSMUSG00000026915","spermatid perinuclear RNA binding protein"
"464","1451576_at","Prkdc","19090","ENSMUSG00000022672","protein kinase, DNA activated, catalytic polypeptide"
"465","1457285_at","Zscan26","432731","ENSMUSG00000022228","zinc finger and SCAN domain containing 26"
"466","1421840_at","Abca1","11303","ENSMUSG00000015243","ATP-binding cassette, sub-family A member 1"
"467","1420641_a_at","Sqor","59010","ENSMUSG00000005803","sulfide quinone oxidoreductase"
"468","1434625_at","Zfp943","74670","ENSMUSG00000053347","zinc finger prtoein 943"
"469","1431609_a_at","Acp5","11433","ENSMUSG00000001348","acid phosphatase 5, tartrate resistant"
"470","1418191_at","Usp18","24110","ENSMUSG00000030107","ubiquitin specific peptidase 18"
"471","1451199_at","Qtrt2","106248","ENSMUSG00000022704","queuine tRNA-ribosyltransferase accessory subunit 2"
"472","1426100_a_at","Tk2","57813","ENSMUSG00000035824","thymidine kinase 2, mitochondrial"
"473","1428094_at","Lamp2","16784","ENSMUSG00000016534","lysosomal-associated membrane protein 2"
"474","1448904_at","Fam3c","27999","ENSMUSG00000029672","FAM3 metabolism regulating signaling molecule C"
"475","1439387_x_at","Ctu2","66965","ENSMUSG00000049482","cytosolic thiouridylase subunit 2"
"476","1449027_at","Rhou","69581","ENSMUSG00000039960","ras homolog family member U"
"477","1448291_at","Mmp9","17395","ENSMUSG00000017737","matrix metallopeptidase 9"
"478","1417025_at","H2-Eb1","14969","ENSMUSG00000060586","histocompatibility 2, class II antigen E beta"
"479","1454826_at","Zbtb11","271377","ENSMUSG00000022601","zinc finger and BTB domain containing 11"
"480","1427739_a_at","Trp53","22059","ENSMUSG00000059552","transformation related protein 53"
"481","1454650_at","Trim35","66854","ENSMUSG00000022043","tripartite motif-containing 35"
"482","1424903_at","Kdm5d","20592","ENSMUSG00000056673","lysine demethylase 5D"
